,InputStoryid,InputSentence1,InputSentence2,InputSentence3,InputSentence4,RandomFifthSentenceQuiz1,RandomFifthSentenceQuiz2,AnswerRightEnding
1191,45afcd92-2b65-44a8-9c9f-3f732e157167,kelli 's car batteri die .,she tri jump n't work .,eventu took auto store .,they check dead .,kelli reliev batteri still good .,kelli reluctantli paid new batteri .,2
1192,72e5dcdb-ae9f-4b0d-9734-059ad36c33b2,joe bought skateboard save .,He took new skateboard park show friend .,"while trick , joe fell broke arm .",He spent four hour hospit get arm set .,"after left hospit , joe went surf .",joe terribl pain .,2
1193,5c13700a-af24-4f7c-99ec-e9ee2b68ec98,maddi decid time back school shop .,It mid august class begin soon .,she look cours requir shop list .,"than , look ad paper best deal .",maddi borrow school equip .,she found best place shop purchas suppli .,2
1194,674a896b-c852-4475-92cd-0ec302276b80,neil enjoy chines food hunan .,but told spicier food szechuan provinc .,"intrigu , took train .",then order plate rice noodl .,He felt like mouth fire .,neil love eat bread .,1
1195,7be7b198-e925-4349-8f62-68e6fd50994a,I spent detent time sleep class .,My teacher told wake sinc sleep aloud .,I tri remain awak work assign .,"when teacher escort class , I happi .",when I got home I went right bed .,the teacher happi I slept detent .,1
1196,c8830537-e768-43a8-b250-81bcf74a7976,amanda watch squirrel collect acorn .,amanda fascin effici squirrel .,amanda watch squirrel carri acorn nest .,amanda also saw squirrel watch acorn .,amanda enjoy learn natur .,amanda find natur bore .,1
1197,49ed13f1-0fd9-4cd8-b810-0c1971af59a5,terri love swim never learn dive .,He alway jump water feet first .,thi summer terri decid want learn dive water .,He practic dive hard everi day .,terri hope improv .,terri given swim .,1
1198,c3aebbb7-8c0b-49ad-82a1-3170818e4d72,peter excit class field trip .,He look forward visit scienc museum .,the place mani cool exhibit interact display .,peter fascin physic space demonstr .,peter hate scienc .,peter grew scientist .,2
1199,127d62ef-d930-4258-8011-42f38662b067,"kayle went work cedar point , amus park .","while work cedar point , met jame .",kayle jame start like soon start date .,"one year later , jame propos kayle .",kayle jame marri fall .,jame sad propos .,1
1200,93e752a9-e351-4148-98f2-3a6f1b89b3c6,joani interview first job .,she nervou .,she realli want get posit ice cream shop .,she thought interview went pretti well .,she turn job manag offer .,the next day got call offer job .,2
1201,7e38da11-bd11-4368-b640-bcda32262763,ana hardwork mom .,one day book afternoon spa .,she whole bodi massag .,she even hydrotherapi session .,"someday , told , would get full-bodi massag .",she felt magnific relax content afterward .,2
1202,2490798c-c929-4518-be1b-60a7bf447f02,bob worker mechan turk .,He got fifti dollar bonu .,bob happi biggest bonu gotten .,bob put glass realiz actual five dollar .,bob even happi .,"bob still happi , less excit .",2
1203,98e50567-1b6d-4763-ab4e-e9b8cb0de91d,mom n't want cook dinner tonight .,We hungri .,she told us fend .,We ate cold cereal dinner tonight .,We upset .,It best meal ever .,1
1204,19c67add-1522-4000-8c38-3bf2b882a30d,mari 's famili get togeth holiday dinner club .,everyon go except mari 's grandfath .,mari sad whole famili would togeth .,"when got club , surpris see grandfath !",mari distraught !,mari happi !,2
1205,0391b604-7929-45bf-bb70-3fc5cb9fab70,the children insid play heard music .,they ran mother beg chang .,she hand coupl dollar .,"they took run outsid , catch ice cream truck .",the children threw money street .,the children excitedli bought ice cream cone .,2
1206,eaf2de23-127a-4772-977e-a30f147d38dc,We want go beach one weekend .,"after discuss , n't want drive .",We proceed look onlin airplan ticket .,"after purchas cheap ticket , head airport .",We board flight beach .,We decid keep drive past airport beach .,1
1207,581bd269-50db-4eef-8f73-ff34ac30f3ff,susan woke earli .,she feed anim work .,she found rabbit bunni .,susan pleas sight .,susan left feel angri .,susan took good care .,2
1208,d9c4c9b2-9412-4a85-91eb-28fed5792764,I alway tri go bed time .,last night I hook watch new tv show .,befor I knew realli late .,I asleep hour ago .,the televis show hook .,I hate televis show .,1
1209,9e84d7be-cf37-48c7-88a4-0b8fa8d60f5c,howard feel happi one morn .,He decid spend day enjoy life .,"all day , work , compliment cowork .","when got home , took famili see movi dinner .",howard happi good day .,howard sat cri whole time .,1
1210,20f1c554-5d47-4d82-b840-9f7cf64014e2,A man arriv construct site job .,"He put hardhat , grab tool walk site .","while walk , larg brick fell hit head .","the man knock , co worker ran help .",hi cowork took safeti call medic .,the man began run toward .,1
1211,2e52f1ec-fada-4834-b9ec-49d24504e07d,trent 's famili own camp suppli store .,trent hate camp though .,everi summer parent made go camp trip .,thi summer trent charg keep fire go wind .,trent charg two pitcher sangria parent 's room .,trent careless caus huge fire .,2
1212,cd681552-f7d4-4df2-b6eb-19f116383b4a,georg decid buy TV .,He found nice TV want went pick .,"A day later , georg awok surpris .",hi TV stolen .,"He told polic , said n't like find .",thing turn 'd hope .,1
1213,8b3e5896-e1be-4ada-8e49-616acf0ec9b7,tommi 17 dy hair pink .,He thought punk cool .,some friend agre .,hi parent thought stupid .,they love new look tommi chose .,they made tommi shave head .,2
1214,6de23ad3-39be-46ae-bc2f-eefa0a636059,robbi look help shovel car snow .,"she post facebook , hope somebodi would see .","cameron saw post , felt sympathi robbi car .","sinc day work , cameron said could help .",cameron came help robbi shovel .,cameron went movi watch ghostbust .,1
1215,1ab065d1-8ce6-419e-aed7-0937443df462,ronald kick shoe laid couch nap .,"when woke , went put shoe .",but could n't lace string miss !,He look could n't find .,ronald put shoe lace .,ronald went look lace .,2
1216,acf1cc07-ead5-4a22-af08-36aef9bc1242,sara learn expect child .,she made nine month pregnanc .,one day water broke taken hospit .,sara labor 4 hour .,sara babi boy .,sara took nap .,1
1217,9eaf8117-275d-421c-a7b1-031caf44006f,last year uncl bought metal detector .,He take beach everi weekend .,A month ago found rolex .,It worth hundr dollar .,My uncl hate beach .,My uncl enjoy hobbi .,2
1218,75ce5041-1988-4e25-8c53-32f7a0a7a435,I went babysit 5-year-old nephew san francisco .,My sister encourag bike kid school .,I afraid bike across citi nephew tow .,"instead , bike golden gate park beach zoo .",I sister .,We great time !,2
1219,38b21dc3-18c1-4203-a8e5-2c1d9fa8a9f8,alic 's friend invit lunch .,she drove meet restaur .,her friend wait tabl alreadi order .,"By time food , alreadi done eat .",alic felt friend slightli thoughtless .,alic felt friend thought .,1
1220,83c5b5ed-ca29-4c90-abea-9df9d8d43cdb,My children I visit local anim shelter .,We look puppi kitten cage .,My daughter pick friendli puppi .,they play rub belli .,I adopt puppi daughter .,I decid buy candi bar instead .,1
1221,5e921f4c-53ec-461e-89d9-8b7b4ce56739,mario got bed .,today wed day alreadi felt butterfli .,He shave shower happili .,He got dress went church .,It best day life .,mario spent afternoon catch butterfli park .,1
1222,2dc6ed26-4720-42e9-a27c-dc71dd1af6f9,zeke tire live america .,He decid move cozumel .,He went cozumel beach bought land .,zeke decid build hous land .,zeke happili move america .,zeke live life happi .,2
1223,0318f3a8-92aa-4fa9-8d6e-01b4d87f17ec,kelli want navi .,she ask recruit .,He advis complet applic .,she fill submit .,the navi got back promptli .,and US armi got back .,1
1224,6e39e409-bb18-482b-a8f2-54cec56943b4,gina lunch room new school .,she knew 2 peopl whole school .,neither lunch room .,she got food went outsid .,gina great day .,gina felt lone .,2
1225,00ad2c65-acc5-41da-9661-5a63eca26dd6,today went plane ride .,"the plane big , I scare .",when got plane mom told fun .,the plane made lot loud nois n't bad .,I vow never get plane .,I longer afraid plane .,2
1226,9c5a0b3e-2f04-4d67-80b1-93e290e9c475,adam need new basebal cap .,He look onlin differ hat .,He select perfect hat order .,He excit receiv .,He threw box closet .,and open soon got .,2
1227,67bd9edf-af2b-4471-b6cf-0eb541f99693,ted beth plan wed togeth .,they notic may enough pay .,ted ask parent help pay agre .,beth parent got extra money .,their parent love .,they spent money candi .,1
1228,71a5d60c-6bee-4494-bf25-148238e4439e,cindi got bed .,but could n't find slipper .,"instead make breakfast , spent day look .",she gave order anoth pair .,she also order iphon .,"luckili , new one comfort old one .",2
1229,eeba73c7-ebe6-46d0-9dfe-939e794a90b7,neil arriv pari .,He could wait see cultur !,He spend first day see art work .,He visit three museum one day !,neil felt happi satisfi 'd abl visit .,"neil spent money quickli , never saw art .",1
1230,d7a88126-58e6-4b96-93a1-6ad17df59064,jessica get readi graduat colleg .,she work hard school thought deserv reward .,her father knew jessica want vacat .,"On graduat day , jessica 's father surpris ticket .",jessica happi .,jessica angri dad .,1
1231,846f1e23-cfe9-4311-9830-a5ce44aabae2,tim tall pant .,He could find good outfit wear trip park !,"everyth made leg look long , silli .",then decid cut jean short .,tim decid stay home watch TV .,tim wore jean-short park .,2
1232,3e6e375f-2f96-4bd0-81b5-b7584e4734f7,sandi purchas new bed .,she need clean room deliveri men arriv .,she also need get rid old bed .,her friend jim want old bed .,sandi threw bed away .,sandi sold jim old bed .,2
1233,79a52a70-4a06-4cda-9caa-77b3d819e610,"In colleg , I terribl professor .",they know teach student .,"So , I learn teach .","instead go class , I went librari exactli .",I love professor .,teach help get ahead student .,2
1234,54c85959-aa11-443a-a1d9-0d54c02b2a18,timmi knew cute girl went school .,He follow home one day .,she stop corner follow .,"timmi realiz caught , sure .",He said hello began talk .,He dive cool water .,1
1235,98254f4a-f06f-4f8e-9602-c92cb9298f33,neil visit egypt .,He took tour see great pyramid .,He stare awe .,they huge ornat !,neil fascin scale beauti pyramid .,neil could n't wait get back hotel could watch TV .,1
1236,720c5b5e-1190-4d53-88dd-b4b6a41c06e6,jen fell asleep bleach hair .,"she meant leav 5 minut , nearli hour .",when rins hair white blue ting .,she panic mother said could fix .,jen put bleach hair .,jen 's mother fix jen 's discolor hair .,2
1237,4bf5f0f2-24e3-4244-a80b-624024007a43,doug sad christma eve snow .,all doug want white christma .,He pray god snow went sleep .,when woke next morn room fill light .,doug look window saw blanket white snow .,doug found snow instantli thrill .,1
1238,212586fb-ba53-4ae5-badb-1abad56161e1,sheryl work museum curat .,her famili told work bore job .,she tri tell got work live histori .,she tri tell offic job whole lot wors .,sheryl proud job museum curat .,sheryl depress museum curat .,1
1239,6015f416-2703-4d14-937f-5612841d0445,joe stretch roll bed .,hi clock show 10 .,"He jump bed , panick .",hi alarm n't gone .,joe late work .,joe went back sleep .,1
1240,89eb34ec-56c2-4bf3-9e03-69b0c90a03d3,ned 's wife said 'd pass away quietli sleep .,hi wife told friend n't known ill .,she swore weirdest thing 'd ever seen .,the polic n't buy stori arrest .,the polic n't question .,she hire defens attorney .,2
1241,88e97728-dadc-4a2b-bc91-92c34df1de30,jacki admit hospit today .,her babi becom born .,her husband came work comfort .,"after 48 hour labor , babi releas .",jacki husband happi .,jacki depress .,1
1242,55baff05-b025-458b-9cfb-9e9c7baa891f,My famili want pet .,We went pet store saturday .,We saw lot dog kitten .,We fell love cute black kitten .,We bought chihuahua .,We bought kitten .,2
1243,c176e98c-4d7f-4f96-b838-a43acb72865c,joe 's sister alway test put refriger .,she got As time .,joe n't ever get As .,So proud came home A spell homework .,hi sister congratul .,He sad rest day .,1
1244,f0829acc-86fe-44f9-ac9f-4ca6ac2a7718,adam angel want move get place .,they search apart onlin week .,they found apart like quit bit .,they went look apart chosen .,final decid apart .,they broke .,1
1245,1c422263-4631-4d89-8e9f-34963938d3c9,greta turn ten year 's old .,she want throw birthday parti .,greta hand invit parti school .,"when day parti came , one show .",greta happi nobodi show .,"greta sad , parent cheer .",2
1246,2a001e11-a576-4043-a060-7b2e28658be7,shari worri .,"her wed tomorrow , outdoor ceremoni .",but rain forecast !,"thank , wed day dawn clear sunni .",the festiv went without hitch .,all guest cover snow .,1
1247,16a1ac09-7e39-401b-8a36-94fddf339b62,ami excit christma eve .,she good year .,she gave list favorit toy santa mall .,He told would receiv everyth want .,ami like christma .,"On christma , ami got exactli hope get .",2
1248,6516aa86-f856-4411-a128-2dbeba8102bd,anna tend garden summer .,she went outsid harvest .,all fruit veggi readi !,she pick one one .,anna n't like veget .,she bounti harvest .,2
1249,6522844e-207c-4f96-b8cd-4aff9b86df7d,kim drop toothbrush toilet .,she disgust thought put hand pull .,she grab pair scissor drawer .,each time toothbrush would drop .,kim finish brush teeth smile .,kim decid sign buy new toothbrush .,2
1250,19f0abfb-d2b3-444a-a099-60b022deb653,hannah 's parent sign piano lesson .,"after first piano lesson , hannah felt discourag .",she tri practic hard could .,hannah could get finger work properli .,hannah love finger .,hannah gave piano .,2
1251,ad0ce734-b1cb-4dfb-aa2b-bd97c58da4c2,keira found man thought keeper .,"He great job , impress hous , paid date .","A month date , keira start plan wed dress .",and hit burn dinner .,keira proud new boyfriend .,keira stay abus man .,2
1252,9ddff691-93e2-4af9-a29a-e391be79cef7,the shepherd open gate pen .,He sent dog pastur round sheep .,the dog herd sheep toward gate .,the sheep move togeth pen .,the shepherd went back hous .,the shepherd releas sheep .,1
1253,d3c29310-4502-47e9-9a6e-8b1178a0952f,walter lone ever sinc wife pass away .,He met nice ladi bingo becam friendli .,He felt guilti though late wife might think .,walter vivid dream late wife reassur .,He ask ladi bingo go dinner .,He decid never date .,1
1254,d582d1e8-c11a-4658-ab45-0755c17dd83d,marina walk past librari .,she put face avoid harsh wind come toward face .,all sudden tumblewe hit marina 's leg realli hard .,she look toward leg becam disori .,she love play golf .,she could n't believ windi .,2
1255,419d6f93-426a-458b-8e69-0a67e2e06ced,yesterday I play powerbal game .,I pick number famili 's bibl .,I purchas ticket reput onlin lotteri agent .,I pray nervous win number drawn .,I n't win .,I disappoint I .,1
1256,ae050b5c-4abe-4cdc-a1e5-401c0146d220,ami enrol advanc plant biolog cours .,she test next week photosynthesi .,the inform complex depth .,she wrote song memor materi easili .,ami fail test prepar .,her song help well .,2
1257,143e9c51-729b-4891-888d-72b2a9e76438,"come colleg , I nervou start work .",I could bare sleep week start date .,"the day , I nauseou jitteri .","howev , congratulatori text parent cheer .",I end leav earli I sick .,I great first day work .,2
1258,52556e86-50fe-4617-9edc-91841103805a,seven-year-old ben went play friend mike 's hous .,"mike greet ben , went play mike 's room .","first , play mike 's quadcopt long time .","then , play truck .",they good time togeth .,but n't fun .,1
1259,3448feae-19f0-4bb8-b049-53cf7082d026,A waiter die go home still tabl eat .,the waiter print bill slip tabl .,the guest notic bill took hint .,they paid bill left .,"grate , waiter left even .",the coupl order appet decid entre .,1
1260,19852081-0594-415f-924f-19b2e606a26e,kay move back mom .,she sadli pack thing drove mom 's hous .,her mother help unpack car .,there enough room kay 's thing .,kay put thing storag .,kay go buy thing .,1
1261,58429e2f-3bc1-497a-ab9b-13f0b840d7ea,the girl decid get togeth dinner .,they brought famili .,unfortun got fight .,the staff throw .,the girl thoroughli embarrass .,the girl great time .,1
1262,91a8783a-1db2-4047-afd5-0171b05c0ed6,vinni alway hope meet real life movi star .,hi friend told tough meet movi star .,"howev , give hope .",one day vinni saw denzel washington take stroll .,vinni kept walk .,vinni got pictur taken .,2
1263,d12c4ece-930d-40d6-85ea-9112993f3e33,"when I seven year old , I went swim friend .",I know swim deep water .,"By accid , I slip deep part pool .",I thought I go drown !,My birthday best day ever .,A lifeguard jump pull deep end .,2
1264,56d8378d-0d44-4cb1-a0cd-26b793c4663b,the smith 's could find cat .,they afraid gotten outsid gotten lost .,everyon sad sat front christma tree .,then notic look top branch .,the smith 's cat meow front door .,"the smith cheer , rush hug cat .",2
1265,8ff209b5-fb11-4a1c-9862-fec64612d00e,"instead go colleg right away , flora went abroad .",she visit mani european countri met lot peopl .,"when suppos go home , decid stay spain .",she got job tutor lot great adventur .,flora felt forlorn never got see europ .,flora visit parent everi summer tell stori .,2
1266,aa19d4d6-195a-41aa-a23c-ecef6cf5b783,joyc bought fruit week ago .,It part new year 's resolut healthier .,she forgot day .,eventu realli bad smell took apart .,joyc threw fruit away .,joyc happi new fragranc .,1
1267,fbd2679e-59e5-4f63-9d3b-a1b270f2adf2,ted friend went lake one afternoon .,ted 's friend kept ask get water .,ted n't know swim .,"ted decid better time learn , jump .",ted felt dri .,ted almost drown save friend .,2
1268,83c7ec4c-f2e3-4474-8897-5cab30a27042,I ask sarah date .,she said ye .,I excit date togeth .,We went dinner movi .,I terribl time .,I got kiss sarah goodnight .,2
1269,6feb1097-ec20-4267-8428-5db886f7cdc4,"one day , I went zoo friend .","I heard zoo sloth , I alway want see .","We visit almost exhibit , see sloth .",We final found sloth last exhibit .,We decid leav without visit exhibit .,We gratifi .,2
1270,b121d09f-138e-4729-b40c-4f2929f3537c,A scientist discov diseas begin spread .,He work cure diseas lab .,other scientist gather help work .,sever week go manag develop cure .,they feel foolish done .,they save world .,2
1271,062455ea-8efd-4dad-9810-a735b69efe7a,troy went play sam 's hous .,the boy play block truck teddi bear .,they also color play finger paint .,sam 's dad made snack appl caramel sauc .,troy lot fun sam 's hous .,troy n't want play sam anymor .,1
1272,60e60562-8f20-4218-b4fd-087e577c97ca,yvonn alway overweight .,for new year 's made resolut start exercis .,she began jog everyday .,In two month lost 23 pound .,yvonn proud .,yvonn felt defeat .,1
1273,70a92fb5-86ef-40d1-8516-715428957cd6,india want tri ice coffe .,india decid make ice coffe home .,india prepar coffe machin beverag .,india grab milk ice beverag .,she drank hot chocol .,"when finish prepar , consum yummi drink .",2
1274,ef67c00b-6924-4145-b585-9f55a7d714a9,"betsi want puppi , mom said .",betsi sad disappoint realli want pet .,one day went room found hamster cage .,her mom gotten pet !,betsi threw fit basic rodent .,betsi realli excit .,2
1275,bbb86163-0aa5-467a-bcfb-a37138d2e5ee,maureen alway want becom biolog teacher .,she studi hard becom expert biolog .,her friend tell biolog tough .,"howev , continu degre .",maureen said girl n't belong scienc profess .,now maureen share passion biolog student .,2
1276,e18c3d41-93e3-46b5-9e8e-3d9900f6b492,cornelia alway love work hand .,she decid want tri build tabl .,she took woodwork cours learn build .,"after finish cours , cornelia built beauti tabl .",cornelia chop tabl firewood .,cornelia use nightstand room .,2
1277,bbc8130e-bca4-40eb-bbd2-07709b2b9b7f,the kid went graveyard .,the came upon grave chain .,some chain broken .,they becam scare ran .,they n't want go .,they love play frisbe .,1
1278,e5699d71-5494-4769-9e41-35e726fb5f53,Bo jim want drive fast .,they took car salt flat utah .,Bo hop mustang jim hop corvett .,they race seven mile .,jim gave Bo massag .,jim race corvett .,2
1279,18178e5c-c985-4753-a898-c7826048ca5e,today salli went hike .,she love walk wood .,she saw beauti robin nest .,salli love robin .,she excit .,salli find bird annoy .,1
1280,2d3473c4-76a8-48da-9c18-7ed1edae395a,joy 's boyfriend took play putt putt .,He n't realiz play golf sinc child .,she three hole one game .,she beat 18 point !,He laugh ask re-match .,He angri never spoke .,1
1281,29c6de25-7425-467d-92b8-39bdd5cc51b8,My nephew profession chef .,while cook us hous decid show bit .,We video slice onion behind back .,We amaz quickli chop n't get cut .,He aw chef .,He fantast chef .,2
1282,015ffed1-7ff9-49bc-88c6-30b758dc6edf,the littl sister found babi brother .,she excit found would longer babi .,then start act .,she color wall .,the littl sister given cooki behavior .,the littl sister got punish timeout .,2
1283,8c48b6e4-f783-404b-9e69-e2f590f20172,I went hike trip summer .,I went go hike away campsit .,I got lost I equip .,I walk mile search friend .,eventu I found trail marker .,I decid stay lost .,1
1284,a97b8b34-4e88-4929-8de8-828b924a5c3d,hailey particip school marathon .,howev forgot bring run shoe .,hailey still determin .,she ask teacher could borrow 's day .,the teacher admir haley 's passion agre .,hailey weak will .,1
1285,c6c6c783-9dd4-4506-a064-9997bc933cd2,jim mow yard mower got stuck metal .,jim look close metal saw look like jewelri .,He took piec metal apprais .,the apprais told old ring older civil .,jim sold ring 1000 dollar .,jim threw ring away .,1
1286,f63fc817-d664-4b0c-8445-8089477c0624,kyle ted pie eat contest .,they sat togeth front pie .,"when contest start , dug .",both got horribl stomach ach .,they felt great eat pie .,kyle ted got sick lost .,2
1287,40677245-6688-4b07-b0d3-7df878ae7514,bob play volleybal .,He suddenli felt dizzi fell .,hi friend quickli rush aid .,bob dehydr exert .,bob said felt bloat drink much water .,bob 's friend quickli brought water hydrat .,2
1288,c284673c-f3fd-418d-8466-cdbef246fd3b,kathi realiz horror milk .,So gather young children went store .,they bad store scream lot .,kathi cri way home .,the children went bed without dinner .,kathi took store right away .,1
1289,936c7605-8167-49f9-a417-71cb29a15023,chuck alway want join debat team school .,He great idea debat scare public speak .,He took speech class summer help .,As soon school year start sign team .,chuck join fairli well .,chuck drop school .,1
1290,9e448d89-e86b-457f-90b2-9180181e0575,I got lost wood .,It hot .,I soon got realli thirsti .,I felt like I go die .,luckili friend found .,I nearli die frostbit .,1
1291,945706a8-1e91-4b26-ac22-e8e2af0dd0ca,laura passion art .,she would paint everyday class .,she paint self portrait one day .,she post onlin everyon see .,laura pleas show peopl art .,laura never paint .,1
1292,82f0d2f5-90e9-4c93-a97e-d57022758f18,jason alway admir fast movement boxer saw TV .,He start train becom boxer spare time .,He practic jab jump rope hour day .,final great boxer .,He first fight knockout .,hi wrestl match excit .,1
1293,2b64dde2-62d0-47f4-9475-768f27b922fd,our kid 2 day break school .,So decid take fun trip great wolf lodg .,the kid enjoy swim water park .,We enjoy pizza stori time swim .,We vow never return great wolf lodg .,We good time .,2
1294,65081d5a-7192-4c94-b007-23bdb97b4f91,tom bu stop weekend .,next tall gentleman .,He start yell sudden .,tom everyon els around got bit uncomfort .,the tall gentleman ask tom glass water .,tom ask problem .,2
1295,873653f4-f427-4d41-86cf-758c51dc4693,alli lost 50 pound .,the doctor told need lose 10 .,If lost 10 would skin remov .,alli diet hard exercis .,alli abl lose 10 pound skin remov .,alli gain weight back lost .,1
1296,6ec320dd-f58c-464b-a5cc-9027513354ea,jenni addict send text messag .,jenni text even drive .,while jenni repli text took eye road .,jenni heard horn honk saw wrong side road .,jenni continu drive straight .,jenni narrowli avoid car accid .,2
1297,613220fc-79cb-4bf0-8050-a36532ab284d,ell want new car .,she went dealership select perfect one .,the dealer help set payment plan .,everi month ell paid five hundr dollar toward car 's price .,ell hate drive .,ell respons .,2
1298,5ff19283-3ccf-4ec5-a47c-552b3af9d275,jay car troubl .,He putter garag .,He afraid repair would prove costli .,but mechan gave good news .,He told jay repair would cost nine thousand dollar .,the mechan told jay minor repair .,2
1299,e3755238-dd7f-4b10-b132-b671dd6fbe76,ned hike wood saw lump fur tree .,"the lump start move , emit littl cri .",ned move closer saw bunch tini babi possum .,He call local wildlif rescu report babi possum .,ned went gym work .,He wait wildlif rescu arriv save babi possum .,2
1300,4bcf69b5-f500-4f3d-b633-ec780499a567,don 's friend pull don 's pant front graduat class .,don angri embarrass expos way .,don decid friend would longer friend .,don 's shame embarrass grew .,don laugh experi .,don never forgav friend .,2
1301,649f0213-7242-4d19-b8c7-7cb0bb128e73,one day I went outsid dog .,I panick .,I idea .,"suddenli , neighbor call next door .",the neighbor dog .,I gave dog neighbor .,1
1302,7ddedcff-cdf4-49b1-9fda-8e0cb6f9fd45,I met husband costco .,He drew horn membership pictur flirt wildli .,"I n't know I said ye date , I .","five year later , marri .",I n't love .,eventu children .,2
1303,002af9dc-dadd-496e-8b5f-c89bebc1fdb1,cindi restaur .,and order hot soup .,but waitress forgot tell bowl hot .,"So receiv bowl waitress , hurt hand .",cindi went ran cold water hand .,cindi continu hold soup .,1
1304,1ee745bb-03f5-4db0-afc8-a3903e8bdab5,"laura alway love swim , never tri backstrok .",she usual avoid backstrok n't want water ear .,one day decid take backstrok lesson expert swimmer .,she find love backstrok n't get water ear .,she work hard perfect routin parallel bar .,"from , swim backstrok constantli .",2
1305,e9f3c27a-6810-4d42-b3e3-e0efe499c33a,one day I decid I want walk town .,"It n't far hous , mile !",onc I arriv town I decid stop coffe .,I chose awesom littl shop sat lunch .,I hate bistro style dine .,I wonder time !,2
1306,20eba2e4-0a0a-4595-8e17-5d1c9adb3a40,jess hate egg salad .,"when friend 's mother serv , knew eat .",just take bite famili dog walk .,No one look lower toward dog .,the dog happili ate salad .,jess decid make egg salad .,1
1307,df1cff6a-d4c8-4ba4-869c-6539e1684b9d,robbi I went fanci restaur anniversari .,It eleg .,We dress formal order get tabl .,We enjoy ten cours four hour .,robbi I dress occas .,robbi I wore short restaur .,1
1308,47a3d628-c1a2-445a-84ef-ee38cf7f00ad,lonni fed modern life .,He decid go grid .,He found clear wood set camp .,"the first night scari , heard howl much rustl .",lonni camp .,after initi nois lonni settl night .,2
1309,b1efeb4c-1626-4ec9-ad7c-b605ece908ff,bob get work morn .,hi car batteri struggl start car .,He call neighbor jump start .,hi neighbor came help get car run .,bob made work time .,bob decid go beach .,1
1310,f543cf14-e286-4854-b57b-f7c9cbb5d495,ava need plane ticket across countri .,she fear 'd expens .,then agent told someth wonder .,she earn enough mile pay ticket !,ava abl fli without spend money ticket .,ava took bu across countri trip .,1
1311,bbb59089-f474-44a8-858b-570d494606c8,My friend sharon nervou yesterday .,she found compani want retir .,"although good pension , still nervou .","I help rewrit resum , prepar job search .",sharon went gambl pension money .,sharon look forward new chapter life .,2
1312,c8875704-74c7-48af-b6d9-2b9cb6b1ea8b,nita play rummi dad .,she lost ten game row !,they wager point one last game .,"nita play hard well , !",nita happi final beat dad rummi .,nita hate play rummi .,1
1313,94904ce6-27b8-4c88-bb6b-bb1cee23f3f9,tina first skate competit .,she incred nervou .,she afraid someth would go wrong .,thank great .,tina babi blanket .,tina took second place competit .,2
1314,9eb4b140-2c8d-4f71-a01c-61081f97ac49,neil took tour taj mahal .,He admir beauti design .,then heard sad stori behind .,neil impress obviou labor love .,neil thought builder n't put much effort .,neil glad seen taj mahal .,2
1315,21b12d7c-ba68-4e72-8165-5f1792ac9b1a,mark frank swim mark 's famili 's pool .,mark 's mother brought spong ball .,mark frank fun toss ball back forth .,but satur ball accident hit mark 's mother !,mark frank apolog profus .,mark frank hit .,1
1316,df30abcd-2e74-4880-b166-29f84b2e6b2b,Ty nervou attend summer camp know anyon .,"the first day , met sam play soccer .","that night , met brenda campfir .","At breakfast next morn , met bill .",they hung lake afternoon .,they hung without felt exclud .,1
1317,4b4eaf85-7b39-489e-a83e-9da41dd23f22,vinc crave someth sweet .,vinc want usual dessert ice cream .,vinc drove car yogurtland .,vinc got 10 ounc frozen yogurt .,He share cute girl met .,vinc threw yogurt away .,1
1318,8a4eb9d3-411c-4b7b-90d3-fcd574d496ac,ned want learn play basketbal .,He hung school gym watch team practic .,soon felt confid enough shoot hoop .,the team watch play cheer .,the team hate ned .,ned 's skill improv practic .,2
1319,d5fd7433-7ba3-499c-b52a-3b9d1f2d8cef,buck lost hous job .,"asham , sat road panhandl .",then woman approach told shelter nearbi .,"buck , intrigu , went shelter right away .",buck angri woman would say someth like .,buck glad woman help .,2
1320,59bd5248-518a-4322-b6d8-eb8b09f2eb5b,josh like bee .,He thought good planet .,"one day , josh got stung bee .",It hurt much .,josh pour rest syrup pancak .,josh n't like bee much .,2
1321,3e5bcf32-ac88-425d-9d33-f9dea0a8a62a,last week girlfriend I bought three lotteri ticket .,It 's someth normal .,We desper money .,even long shot worth .,We decid go zoo .,We happi win small amount money ticket .,2
1322,b920e267-da57-4130-983c-9030b2159fad,fred alway stop coffe shop work .,He got know attract barista .,He develop crush .,final fred work courag ask date .,she said ye .,fred told barista leav alon .,1
1323,f55571bc-4948-4e3a-9a30-1ed39c863c28,jenni store hungri one day .,she wander around think want eat .,when came upon cooki aisl knew exactli want .,she grab cooki head toward front store .,jenni bought cooki .,jenni found gum want front store .,1
1324,8f3b0562-7f4c-4121-ab79-34d8f8fe4fd4,bob knock door ask jenni .,jenni answer walk outsid car .,jenni bob drove movi .,bob jenni good time .,bob never talk jenni .,bob kiss jenni good night .,2
1325,37e0e343-dc66-4f6a-a5e9-9f01fad3d6e8,I got new truck .,"To celebr , went mud .",I drove lot mud puddl .,truck got realli dirti .,"afterward , I wash truck driveway .",My truck look shini afterward .,1
1326,11871d4b-6b94-4184-b36d-c4e76d311f3d,peter excit go sander ralli new hampshir .,As peter enter arena full thousand peopl .,when peter saw berni cheer loudli possibl .,He felt thrill .,He could n't wait vote .,He staunch republican .,1
